year,sex,member,covered,age,age_group,race,hisp,educ,citizen,state,weight
2012,Female,TRUE,TRUE,61,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",RI,210.93528999999998
2013,Female,TRUE,TRUE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NJ,1079.8514300000002
2014,Female,TRUE,TRUE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,NJ,1109.24782
2010,Female,FALSE,FALSE,37,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,1038.0528399999998
2011,Female,FALSE,FALSE,38,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",NJ,936.74879
2012,Female,TRUE,TRUE,42,25-54,White,Non-Hispanic,Associate degree,US native,RI,215.08188
2014,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,FL,1464.2576199999999
2009,Female,TRUE,TRUE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,801.76638
2015,Female,FALSE,FALSE,69,55 and over,White,Non-Hispanic,Graduate degree,US native,WI,690.16494
2014,Female,FALSE,FALSE,68,55 and over,White,Non-Hispanic,Graduate degree,US native,WI,635.66109
2010,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,WI,863.01333
2014,Female,FALSE,FALSE,34,25-54,Black,Non-Hispanic,Bachelor's degree,US native,GA,1360.78998
2013,Female,FALSE,FALSE,48,25-54,Black,Non-Hispanic,Bachelor's degree,US native,GA,1763.97176
2014,Female,FALSE,FALSE,73,55 and over,Black,Non-Hispanic,Some college,US native,GA,1091.77441
2010,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Graduate degree,US native,CT,483.17169
2012,Female,TRUE,TRUE,48,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,529.81975
2009,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Graduate degree,US native,CT,421.81283999999994
2011,Female,FALSE,FALSE,60,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CT,447.23193000000003
2010,Female,TRUE,TRUE,59,55 and over,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",CT,311.8702
2012,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,519.77635
2013,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,556.3322000000001
2010,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CT,395.26684
2009,Female,TRUE,TRUE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,CT,415.7865
2014,Female,TRUE,TRUE,22,16-24,White,Non-Hispanic,Associate degree,"Foreign-born, non-citizen",CT,531.6619800000001
2012,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, non-citizen",CT,487.77514
2017,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Bachelor's degree,US native,CT,1222.77322
2014,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,WI,697.99118
2013,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,WI,787.04351
2011,Female,FALSE,FALSE,62,55 and over,Black,Non-Hispanic,Bachelor's degree,US native,TX,1181.46452
2012,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,TX,1138.03386
2012,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Some college,US native,IA,460.44471999999996
2014,Female,TRUE,TRUE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,770.58983
2015,Female,TRUE,TRUE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,636.8523299999999
2009,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Some college,US native,KS,445.74206999999996
2013,Female,FALSE,FALSE,21,16-24,White,Non-Hispanic,Associate degree,US native,VA,1360.2008700000001
2012,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1759.7067599999998
2011,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1779.9831600000002
2013,Female,TRUE,TRUE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,TN,1501.24425
2010,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,SC,861.78225
2010,Female,FALSE,FALSE,22,16-24,White,Non-Hispanic,Bachelor's degree,US native,WI,1109.73268
2013,Male,TRUE,TRUE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,802.98593
2014,Male,TRUE,TRUE,35,25-54,White,Non-Hispanic,Associate degree,US native,OR,732.99159
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Associate degree,US native,WY,105.02909
2013,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,TX,1253.0159600000002
2014,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1270.96283
2009,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Associate degree,US native,MI,1395.92613
2012,Female,FALSE,FALSE,69,55 and over,Black,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",TX,1413.17133
2013,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Graduate degree,US native,TX,1389.1728600000001
2013,Female,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,MN,626.63919
2011,Female,FALSE,FALSE,57,55 and over,White,Hispanic,Associate degree,US native,TX,1460.43293
2010,Female,FALSE,FALSE,56,55 and over,White,Hispanic,Associate degree,US native,TX,1222.30907
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,SD,185.33183
2010,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Associate degree,US native,SD,184.15275
2010,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,MS,994.20399
2009,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,1269.47353
2014,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Associate degree,US native,PA,1273.8695400000001
2013,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Associate degree,US native,PA,1357.95043
2009,Female,FALSE,FALSE,37,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1329.18375
2014,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,OK,861.57133
2012,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,OH,1135.4690699999999
2017,Female,FALSE,FALSE,47,25-54,Black,Non-Hispanic,Bachelor's degree,US native,VA,1806.7378400000002
2017,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Bachelor's degree,US native,AL,710.60515
2016,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Associate degree,US native,IA,901.74527
2015,Female,FALSE,TRUE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,KS,726.07828
2016,Male,TRUE,TRUE,44,25-54,Black,Non-Hispanic,Graduate degree,US native,DC,177.90565999999998
2015,Male,TRUE,TRUE,43,25-54,Black,Non-Hispanic,Graduate degree,US native,DC,130.30545999999998
2015,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Associate degree,US native,CO,1207.39328
2016,Male,TRUE,TRUE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,NJ,1389.80177
2010,Female,TRUE,TRUE,61,55 and over,White,Non-Hispanic,Associate degree,US native,IA,488.20833000000005
2011,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Completed high school,US native,IA,485.15776999999997
2016,Female,TRUE,TRUE,34,25-54,White,Non-Hispanic,Associate degree,US native,MN,1549.56466
2016,Male,FALSE,FALSE,36,25-54,Asian,Non-Hispanic,Graduate degree,"Foreign-born, citizen",TX,1602.83842
2016,Female,FALSE,FALSE,33,25-54,Asian,Non-Hispanic,Graduate degree,"Foreign-born, citizen",TX,1488.04387
2010,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1112.89351
2009,Female,FALSE,FALSE,46,25-54,White,Non-Hispanic,Associate degree,US native,PA,1010.2670700000001
2011,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1211.47497
2012,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,PA,1218.11515
2011,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Associate degree,US native,PA,1139.10927
2015,Female,TRUE,TRUE,42,25-54,White,Non-Hispanic,Associate degree,US native,OR,817.64134
2009,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,202.56313
2014,Female,FALSE,FALSE,29,25-54,Black,Non-Hispanic,Bachelor's degree,US native,TX,2028.37896
2012,Female,FALSE,FALSE,26,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,819.69482
2012,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Associate degree,US native,TX,1372.19246
2011,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Graduate degree,US native,TX,1377.0203
2014,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Graduate degree,US native,TX,1176.95944
2013,Female,TRUE,TRUE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,657.13396
2009,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,UT,695.43646
2014,Female,TRUE,TRUE,34,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,559.4291900000001
2009,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,637.76807
2013,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1174.22346
2014,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1394.84346
2009,Male,TRUE,TRUE,31,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,666.89241
2010,Male,TRUE,TRUE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,810.77061
2014,Female,FALSE,FALSE,40,25-54,White,Non-Hispanic,Associate degree,US native,SD,162.43900000000002
2013,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Associate degree,US native,SD,141.01532
2011,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Associate degree,US native,TN,1511.84112
2010,Female,FALSE,FALSE,45,25-54,White,Non-Hispanic,Graduate degree,US native,TN,1201.94335
2010,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Associate degree,US native,TN,1608.27567
2009,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Graduate degree,US native,TN,1217.40042
2011,Female,FALSE,FALSE,28,25-54,Black,Non-Hispanic,Bachelor's degree,US native,TX,1975.1537400000002
2010,Female,FALSE,FALSE,33,25-54,Black,Non-Hispanic,Bachelor's degree,US native,TX,1264.74062
2009,Female,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",PA,1086.31441
2013,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,SD,149.95862
2014,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,SD,151.26897
2010,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,1270.0549999999998
2009,Female,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,178.53364
2013,Female,FALSE,FALSE,58,55 and over,White,Hispanic,Bachelor's degree,US native,RI,181.14767999999998
2013,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Bachelor's degree,US native,MO,981.32041
2012,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,MO,960.67712
2017,Female,FALSE,FALSE,39,25-54,White,Non-Hispanic,Bachelor's degree,US native,AK,147.16481000000002
2017,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Associate degree,US native,MO,1926.8532500000001
2015,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Associate degree,US native,MD,1044.1023300000002
2014,Female,FALSE,FALSE,62,55 and over,White,Non-Hispanic,Associate degree,US native,MD,1231.17996
2011,Female,TRUE,TRUE,36,25-54,White,Non-Hispanic,Associate degree,US native,NV,519.39689
2010,Female,TRUE,TRUE,35,25-54,White,Non-Hispanic,Associate degree,US native,NV,503.04555
2012,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Graduate degree,"Foreign-born, citizen",RI,169.75689
2011,Female,TRUE,TRUE,57,55 and over,White,Non-Hispanic,Graduate degree,"Foreign-born, citizen",RI,160.83908
2012,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,188.23017
2009,Female,TRUE,TRUE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,RI,168.22624000000002
2014,Female,FALSE,FALSE,65,55 and over,White,Non-Hispanic,Some college,US native,RI,182.18377
2013,Female,FALSE,FALSE,64,55 and over,White,Non-Hispanic,Associate degree,US native,RI,194.85832
2010,Female,FALSE,FALSE,42,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,159.47285
2009,Female,FALSE,TRUE,41,25-54,White,Non-Hispanic,Bachelor's degree,US native,RI,200.99846
2012,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Associate degree,US native,RI,180.66204
2013,Female,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Associate degree,US native,RI,157.64069999999998
2014,Female,FALSE,FALSE,52,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",PA,1259.83783
2015,Female,FALSE,FALSE,53,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",PA,1130.13977
2011,Female,FALSE,FALSE,21,16-24,White,Non-Hispanic,Associate degree,US native,UT,660.98489
2012,Female,FALSE,FALSE,21,16-24,White,Non-Hispanic,Associate degree,US native,UT,820.4610399999999
2010,Female,FALSE,FALSE,41,25-54,White,Non-Hispanic,Associate degree,US native,TN,983.3365100000001
2015,Female,FALSE,FALSE,44,25-54,White,Non-Hispanic,Associate degree,US native,OR,667.13419
2012,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Associate degree,US native,UT,637.4485999999999
2014,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,1208.48796
2015,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,SC,1068.09545
2009,Female,FALSE,FALSE,66,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,932.06021
2013,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Associate degree,US native,TX,1479.63389
2012,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,TX,1475.8767
2010,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1199.73768
2009,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Bachelor's degree,US native,PA,1302.2816
2009,Female,FALSE,FALSE,38,25-54,White,Non-Hispanic,Associate degree,US native,UT,613.7428
2012,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TN,1543.68946
2013,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TN,1149.42551
2012,Female,TRUE,TRUE,45,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",TX,1783.3153900000002
2011,Female,TRUE,TRUE,43,25-54,Asian,Non-Hispanic,Bachelor's degree,"Foreign-born, citizen",TX,1233.014
2011,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,OR,709.10454
2010,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Graduate degree,US native,OR,624.58705
2012,Female,FALSE,FALSE,50,25-54,White,Non-Hispanic,Bachelor's degree,US native,OR,785.94196
2012,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Associate degree,US native,OR,791.5862199999999
2013,Female,FALSE,FALSE,51,25-54,White,Non-Hispanic,Graduate degree,US native,OR,716.89539
2013,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1666.8518499999998
2017,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Bachelor's degree,US native,WA,1088.51359
2015,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OH,1215.0082
2016,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OH,1412.79059
2017,Female,FALSE,FALSE,23,16-24,White,Non-Hispanic,Bachelor's degree,US native,WA,1236.7549199999999
2013,Female,FALSE,FALSE,22,16-24,White,Non-Hispanic,Associate degree,US native,TX,1904.87323
2012,Female,FALSE,FALSE,32,25-54,Black,Non-Hispanic,Associate degree,US native,TX,1237.48419
2013,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OH,1148.48125
2012,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OH,1110.28304
2013,Female,FALSE,FALSE,54,25-54,White,Non-Hispanic,Graduate degree,US native,OH,1317.01944
2012,Female,FALSE,FALSE,53,25-54,White,Non-Hispanic,Graduate degree,US native,OH,1341.30144
2012,Male,TRUE,TRUE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1362.28374
2013,Male,FALSE,FALSE,52,25-54,White,Non-Hispanic,Bachelor's degree,US native,OH,1248.1374
2011,Female,FALSE,FALSE,49,25-54,White,Hispanic,Bachelor's degree,US native,TX,1213.94735
2010,Female,TRUE,TRUE,48,25-54,White,Hispanic,Bachelor's degree,US native,TX,1123.83439
2011,Female,FALSE,FALSE,62,55 and over,Black,Non-Hispanic,Associate degree,"Foreign-born, citizen",PA,1004.9102500000001
2009,Female,FALSE,FALSE,55,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TX,1357.4794900000002
2010,Male,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1209.02107
2009,Female,FALSE,FALSE,32,25-54,White,Non-Hispanic,Associate degree,US native,TX,1292.71223
2009,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Bachelor's degree,US native,TX,1076.54747
2009,Female,TRUE,TRUE,62,55 and over,White,Non-Hispanic,Bachelor's degree,US native,OR,719.89986
2012,Female,FALSE,FALSE,61,55 and over,White,Non-Hispanic,Associate degree,US native,PA,1048.2980400000001
2013,Female,FALSE,FALSE,63,55 and over,White,Non-Hispanic,Associate degree,US native,PA,1090.65536
2014,Male,FALSE,FALSE,51,25-54,White,Non-Hispanic,Bachelor's degree,US native,OK,956.9666
2013,Male,FALSE,FALSE,49,25-54,White,Non-Hispanic,Bachelor's degree,US native,OK,1183.82128
2013,Female,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Associate degree,US native,PA,1245.53997
2013,Male,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Associate degree,US native,PA,1177.3323
2014,Male,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Associate degree,US native,PA,1159.5593800000001
2012,Female,TRUE,TRUE,58,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,1292.26826
2013,Female,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Bachelor's degree,US native,PA,1410.06887
2011,Female,FALSE,FALSE,74,55 and over,White,Non-Hispanic,Graduate degree,US native,TN,1246.17259
2011,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,TN,1471.55775
2009,Female,FALSE,FALSE,37,25-54,Black,Non-Hispanic,Bachelor's degree,US native,TN,1569.01525
2012,Female,FALSE,FALSE,25,25-54,White,Non-Hispanic,Bachelor's degree,US native,TN,1595.09509
2014,Female,FALSE,FALSE,58,55 and over,White,Non-Hispanic,Associate degree,US native,OR,797.35003
2015,Female,TRUE,TRUE,59,55 and over,White,Non-Hispanic,Associate degree,US native,OR,821.33764
2011,Female,FALSE,FALSE,64,55 and over,Black,Non-Hispanic,Associate degree,US native,PA,1083.24051
2012,Female,FALSE,FALSE,65,55 and over,Black,Non-Hispanic,Completed high school,US native,PA,722.89532
2011,Female,FALSE,FALSE,28,25-54,White,Non-Hispanic,Associate degree,US native,OR,843.8706599999999
2012,Female,FALSE,FALSE,29,25-54,White,Non-Hispanic,Associate degree,US native,OR,783.87969
2013,Female,FALSE,FALSE,33,25-54,White,Non-Hispanic,Associate degree,US native,PA,1083.94679
2016,Female,FALSE,FALSE,31,25-54,White,Non-Hispanic,Associate degree,US native,OH,1268.54815
2015,Female,FALSE,FALSE,30,25-54,White,Non-Hispanic,Associate degree,US native,OH,1217.02484
2012,Female,FALSE,FALSE,67,55 and over,Black,Non-Hispanic,Graduate degree,US native,MD,545.12342
2011,Female,FALSE,FALSE,66,55 and over,Black,Non-Hispanic,Graduate degree,US native,MD,608.45587
2016,Female,FALSE,FALSE,27,25-54,White,Non-Hispanic,Bachelor's degree,US native,UT,588.7413300000001
2015,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Associate degree,US native,MD,2072.19072
2013,Female,FALSE,FALSE,24,16-24,White,Non-Hispanic,Bachelor's degree,US native,UT,556.2331
2009,Male,FALSE,FALSE,43,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1360.74503
2010,Male,FALSE,FALSE,44,25-54,White,Non-Hispanic,Bachelor's degree,US native,TX,1249.2954599999998
2014,Female,FALSE,FALSE,43,25-54,White,Non-Hispanic,Associate degree,US native,OR,936.9958899999999
2013,Female,TRUE,TRUE,42,25-54,White,Non-Hispanic,Associate degree,US native,OR,888.42091
2011,Female,FALSE,FALSE,59,55 and over,White,Non-Hispanic,Graduate degree,US native,PA,1172.8197599999999
2012,Female,FALSE,FALSE,60,55 and over,White,Non-Hispanic,Graduate degree,US native,PA,1084.41293
2011,Female,FALSE,FALSE,47,25-54,White,Non-Hispanic,Bachelor's degree,US native,SD,184.40542
2013,Female,FALSE,FALSE,57,55 and over,White,Non-Hispanic,Associate degree,US native,SD,176.62082
2012,Female,FALSE,FALSE,56,55 and over,White,Non-Hispanic,Associate degree,US native,SD,154.77218
